Threads,Throughput,Instructions,Cycles,L3-Misses
1,Base
Raw
Core,8659663139,3296581313,4316377
2,Base
Raw
Core,8870769808,3412885029,4694318
4,Base
Raw
Core,9116887477,3842501885,5220858
6,Base
Raw
Core,9321502713,5113329068,6821593
8,Base
Raw
Core,9520705354,6544752112,8118885
12,Base
Raw
Core,9872729562,7574646980,10477070
